time,allT,allF,alt1,perT3,perT10,perT100,perT1000,perT10000,perF3,perF10,perF100,perF1000,perF10000,burst5,burst50,burst500,burst5000
45114,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45115,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45116,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45117,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45118,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45119,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45120,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
45121,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45122,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45123,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45124,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45125,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45126,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45127,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45128,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45129,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45130,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45131,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45132,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45133,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45134,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45135,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45136,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45137,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45138,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45139,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45140,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45141,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45142,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45143,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45144,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45145,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45146,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45147,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45148,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45149,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45150,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45151,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45152,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45153,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45154,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45155,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45156,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45157,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45158,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45159,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45160,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45161,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45162,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45163,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45164,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45165,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45166,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45167,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45168,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45169,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45170,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45171,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45172,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45173,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45174,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45175,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45176,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45177,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45178,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45179,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45180,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45181,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45182,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45183,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45184,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45185,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45186,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45187,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45188,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45189,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45190,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45191,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45192,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45193,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45194,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45195,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45196,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45197,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45198,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45199,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45200,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1
45201,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45202,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45203,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45204,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45205,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45206,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45207,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45208,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45209,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45210,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
45211,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45212,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45213,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45214,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45215,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45216,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45217,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45218,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45219,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45220,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45221,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45222,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45223,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45224,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45225,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45226,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45227,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45228,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45229,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45230,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45231,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45232,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45233,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45234,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45235,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45236,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45237,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45238,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45239,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45240,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
45241,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45242,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45243,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45244,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45245,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45246,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45247,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45248,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45249,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45250,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45251,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45252,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45253,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45254,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45255,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45256,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45257,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45258,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45259,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45260,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45261,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45262,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45263,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45264,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45265,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45266,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45267,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45268,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45269,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45270,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45271,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45272,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45273,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45274,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45275,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45276,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45277,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45278,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45279,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45280,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45281,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45282,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45283,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45284,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45285,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45286,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45287,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45288,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45289,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45290,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45291,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45292,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45293,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45294,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45295,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45296,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45297,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45298,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45299,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45300,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
45301,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45302,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45303,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45304,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45305,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45306,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45307,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45308,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45309,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45310,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45311,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45312,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45313,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45314,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45315,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45316,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45317,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45318,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45319,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45320,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45321,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45322,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45323,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45324,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45325,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45326,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45327,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45328,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45329,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45330,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
45331,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45332,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45333,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45334,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45335,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45336,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45337,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45338,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45339,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45340,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45341,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45342,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45343,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45344,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45345,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45346,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45347,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45348,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45349,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45350,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45351,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45352,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45353,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45354,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45355,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45356,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45357,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45358,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45359,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45360,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45361,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45362,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45363,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45364,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45365,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45366,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45367,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45368,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45369,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45370,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45371,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45372,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45373,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45374,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45375,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45376,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45377,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45378,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45379,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45380,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45381,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45382,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45383,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45384,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45385,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45386,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45387,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45388,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45389,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45390,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45391,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45392,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45393,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45394,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45395,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45396,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45397,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45398,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45399,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45400,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1
45401,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45402,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45403,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45404,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45405,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45406,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45407,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45408,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45409,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45410,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45411,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45412,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45413,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45414,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45415,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45416,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45417,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45418,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45419,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45420,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1
45421,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45422,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45423,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45424,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45425,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45426,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45427,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45428,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45429,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45430,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45431,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45432,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45433,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45434,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45435,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45436,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45437,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45438,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45439,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45440,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1
45441,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45442,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45443,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
45444,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1
45445,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45446,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45447,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
45448,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45449,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1
45450,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45451,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45452,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45453,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45454,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45455,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45456,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45457,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45458,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45459,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45460,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45461,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45462,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45463,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45464,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45465,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45466,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45467,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45468,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45469,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45470,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
45471,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45472,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45473,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45474,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45475,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45476,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45477,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45478,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45479,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45480,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1
45481,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45482,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45483,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
45484,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1
45485,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45486,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1
45487,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45488,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1
45489,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1
